"PointID","x","y"
41, 6.211299896240000e-01, -4.754877362100118e-02
42, 6.057599782940000e-01, -4.878512010163714e-02
43, 5.902799963950000e-01, -4.996570345655647e-02
44, 5.747100114820000e-01, -5.108847732442504e-02
45, 5.590599775310000e-01, -5.215268488560126e-02
46, 5.433599948880000e-01, -5.315673903445175e-02
47, 5.276100039480000e-01, -5.410148120483070e-02
48, 5.118399858470000e-01, -5.498625702017727e-02
49, 4.960500001910000e-01, -5.581243984955581e-02
50, 4.802699983120000e-01, -5.657998917949938e-02
51, 4.645099937920000e-01, -5.729006702952928e-02
52, 4.487800002100000e-01, -5.794380228064032e-02
53, 4.331099987030000e-01, -5.854148618996150e-02
54, 4.174999892710000e-01, -5.908448620242367e-02
55, 4.019699990750000e-01, -5.957318481609380e-02
56, 3.865399956700000e-01, -6.000778444303480e-02
57, 3.712300062180000e-01, -6.038825154626581e-02
58, 3.560400009160000e-01, -6.071467661362746e-02
59, 3.409900069240000e-01, -6.098624555234268e-02
60, 3.261100053790000e-01, -6.120169464898341e-02
61, 3.113999962810000e-01, -6.135985071566114e-02
62, 2.968699932100000e-01, -6.145886861788317e-02
63, 2.825500071050000e-01, -6.149642142468349e-02
64, 2.684499919410000e-01, -6.147000303600788e-02
65, 2.545700073240000e-01, -6.137660324410483e-02
66, 2.409400045870000e-01, -6.121304918541005e-02
67, 2.275699973110000e-01, -6.097584411757173e-02
68, 2.144699990750000e-01, -6.066119558263020e-02
69, 2.016600072380000e-01, -6.026539909501833e-02
70, 1.891400069000000e-01, -5.978399849545153e-02
71, 1.769299954180000e-01, -5.921308253606884e-02
72, 1.650400012730000e-01, -5.854838188234623e-02
73, 1.534900069240000e-01, -5.778630044228032e-02
74, 1.422899961470000e-01, -5.692288700852668e-02
75, 1.314399987460000e-01, -5.595336405584073e-02
76, 1.209499984980000e-01, -5.487367313063995e-02
77, 1.108499988910000e-01, -5.368244173413931e-02
78, 1.011300012470000e-01, -5.237417203588006e-02
79, 9.181000292300000e-02, -5.094720108282499e-02
80, 8.290000259900000e-02, -4.939923545051917e-02
81, 7.440000027400000e-02, -4.772646198389427e-02
82, 6.633000075800000e-02, -4.592940528040858e-02
83, 5.869000032500000e-02, -4.400511796462768e-02
84, 5.149000138000000e-02, -4.195331937301153e-02
85, 4.473999887700000e-02, -3.977474765116781e-02
86, 3.844000026600000e-02, -3.746754769846780e-02
87, 3.260000050100000e-02, -3.503384874303385e-02
88, 2.723000012300000e-02, -3.247753109600458e-02
89, 2.232000045500000e-02, -2.979315719259971e-02
90, 1.789999939500000e-02, -2.699851455568435e-02
91, 1.394999958600000e-02, -2.408338667026305e-02
92, 1.049000024800000e-02, -2.106534953155556e-02
93, 7.519999985000000e-03, -1.795171543803615e-02
94, 5.040000193000000e-03, -1.475160624817388e-02
95, 3.049999941000000e-03, -1.147606716317852e-02
96, 1.560000004000000e-03, -8.163315331652193e-03
97, 5.600000150000000e-04, -4.819379547845101e-03
98, 5.999999800000000e-05, -1.518472071321352e-03
99, 0.000000000000000e+00, 0.000000000000000e+00
100, 5.999999800000000e-05, 1.428529262118175e-03
101, 5.600000150000000e-04, 4.416842852963120e-03
102, 1.560000004000000e-03, 7.400306315082224e-03
103, 3.049999941000000e-03, 1.035681057266958e-02
104, 5.040000193000000e-03, 1.330496440164040e-02
105, 7.519999985000000e-03, 1.622651604657724e-02
106, 1.049000024800000e-02, 1.912282904217311e-02
107, 1.394999958600000e-02, 2.199390124350658e-02
108, 1.789999939500000e-02, 2.483900981146878e-02
109, 2.232000045500000e-02, 2.764486902849585e-02
110, 2.723000012300000e-02, 3.042404334272449e-02
111, 3.260000050100000e-02, 3.315886677775692e-02
112, 3.844000026600000e-02, 3.585414425903103e-02
113, 4.473999887700000e-02, 3.850350406513059e-02
114, 5.149000138000000e-02, 4.110092804088107e-02
115, 5.869000032500000e-02, 4.364387982441785e-02
116, 6.633000075800000e-02, 4.612559473083695e-02
117, 7.440000027400000e-02, 4.853934239345428e-02
118, 8.290000259900000e-02, 5.088100920406265e-02
119, 9.181000292300000e-02, 5.314071814808312e-02
120, 1.011300012470000e-01, 5.531388987913134e-02
121, 1.108499988910000e-01, 5.739312450622674e-02
122, 1.209499984980000e-01, 5.936922802051851e-02
123, 1.314399987460000e-01, 6.123889591576069e-02
124, 1.422899961470000e-01, 6.299149925796986e-02
125, 1.534900069240000e-01, 6.462068808837175e-02
126, 1.650400012730000e-01, 6.612158162948234e-02
127, 1.769299954180000e-01, 6.748796015049750e-02
128, 1.891400069000000e-01, 6.871308843727859e-02
129, 2.016600072380000e-01, 6.979206087449959e-02
130, 2.144699990750000e-01, 7.071984296107836e-02
131, 2.275699973110000e-01, 7.149356657826560e-02
132, 2.409400045870000e-01, 7.210968120259426e-02
133, 2.545700073240000e-01, 7.256610883838582e-02
134, 2.684499919410000e-01, 7.286150194774443e-02
135, 2.825500071050000e-01, 7.299521178077460e-02
136, 2.968699932100000e-01, 7.296806708700798e-02
137, 3.113999962810000e-01, 7.278143317856706e-02
138, 3.261100053790000e-01, 7.243807033919344e-02
139, 3.409900069240000e-01, 7.194159351369174e-02
140, 3.560400009160000e-01, 7.129591711824537e-02
141, 3.712300062180000e-01, 7.050705132128543e-02
142, 3.865399956700000e-01, 6.958178916494659e-02
143, 4.019699990750000e-01, 6.852645095678150e-02
144, 4.174999892710000e-01, 6.734924771467481e-02
145, 4.331099987030000e-01, 6.605920996019628e-02
146, 4.487800002100000e-01, 6.466607187581770e-02
147, 4.645099937920000e-01, 6.317818512189333e-02
148, 4.802699983120000e-01, 6.160699721846045e-02
149, 4.960500001910000e-01, 5.996234459094081e-02
150, 5.118399858470000e-01, 5.825407173410919e-02
151, 5.276100039480000e-01, 5.649418829513566e-02
152, 5.433599948880000e-01, 5.469126296511050e-02
153, 5.590599775310000e-01, 5.285695766229474e-02
154, 5.747100114820000e-01, 5.099906415413991e-02
155, 5.902799963950000e-01, 4.912841345852077e-02
156, 6.057599782940000e-01, 4.725285118279363e-02
157, 6.211299896240000e-01, 4.538073120826635e-02
158, 6.363800168040000e-01, 4.351843705978153e-02
159, 6.514999866490000e-01, 4.167154984075125e-02
160, 6.664699912070000e-01, 3.984602527716612e-02
161, 6.812700033190000e-01, 3.804699527573955e-02
162, 6.958900094030001e-01, 3.627755316234455e-02
163, 7.103199958800001e-01, 3.454002367068241e-02
164, 7.245299816130000e-01, 3.283841001250495e-02
165, 7.385200262070000e-01, 3.117246765311674e-02
166, 7.522799968720000e-01, 2.954265095602708e-02
167, 7.657799720760000e-01, 2.795131732106928e-02
168, 7.790099978450000e-01, 2.639814155799267e-02
169, 7.919700145720000e-01, 2.488146659692259e-02
170, 8.046399950980000e-01, 2.340191313677485e-02
171, 8.170099854470000e-01, 2.195895248726931e-02
172, 8.290500044819999e-01, 2.055448530315325e-02
173, 8.407700061800000e-01, 1.918585102640084e-02
174, 8.521599769590000e-01, 1.785273956168466e-02
175, 8.631799817090000e-01, 1.655825335283615e-02
176, 8.738499879840000e-01, 1.529823559865550e-02
177, 8.841500282290000e-01, 1.407293639434816e-02
178, 8.940600156780000e-01, 1.288259049327648e-02
179, 9.035800099370001e-01, 1.172555837535809e-02
180, 9.126999974250000e-01, 1.060291693385212e-02
181, 9.214000105860000e-01, 9.519690873659425e-03
182, 9.296900033950000e-01, 8.480706123599822e-03
183, 9.375399947170000e-01, 7.499066130062354e-03
184, 9.449599981310000e-01, 6.584335586900386e-03
185, 9.519400000570000e-01, 5.746774846429010e-03
186, 9.584699869160000e-01, 4.991060597229047e-03
187, 9.645400047300000e-01, 4.313857360590066e-03
188, 9.701499938960000e-01, 3.703294233057675e-03
189, 9.752799868580000e-01, 3.145931488821477e-03
190, 9.799500107769999e-01, 2.625527478217008e-03
191, 9.841300249100000e-01, 2.137447016613532e-03
192, 9.878399968150000e-01, 1.679138618116285e-03
193, 9.910500049590000e-01, 1.260551511207213e-03
194, 9.937800168990000e-01, 8.885515139169692e-04
195, 9.960200190539999e-01, 5.737065152648411e-04
196, 9.977599978450000e-01, 3.245012301223382e-04
197, 9.990000128750000e-01, 1.451981234650425e-04
198, 9.997500181200000e-01, 3.632808405350645e-05
199, 1.000000000000000e+00, 0.000000000000000e+00
