"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          10,      -3.663399588,      -3.808582689,      -3.737968229,      -3.093556954,             0.448,     0.02724266026,     0.05376974415,                 0,                 0,                 0,    -0.02477318633,     0.02606319645,     0.05435124391,                 0,       1.973733242
          0,           0,          11,      -3.669556145,      -3.834468868,      -3.762273723,       -3.10203233,             0.448,     0.02421276818,     0.05305810287,                 0,                 0,                 0,    -0.02490338117,     0.02304954979,     0.05357367523,                 0,       2.191327422
          0,           0,          12,      -3.674695219,      -3.846380917,      -3.773039506,       -3.10770374,             0.448,     0.02096277931,     0.05217245212,                 0,                 0,                 0,    -0.02500628216,     0.01981965469,     0.05261733711,                 0,        2.48881369
          0,           0,          13,      -3.677927448,      -3.852402787,      -3.782507321,       -3.10953562,             0.448,     0.01776705984,     0.05131174803,                 0,                 0,                 0,    -0.02522031108,     0.01664347188,     0.05168712359,                 0,       2.888026972
          0,           0,          14,      -3.686048529,       -3.86027724,      -3.793368054,      -3.115519436,             0.448,     0.01481224188,     0.05092760094,                 0,                 0,                 0,    -0.02542713127,     0.01369773721,      0.0512386089,                 0,       3.438210188
          0,           0,          15,       -3.69632766,      -3.869427714,      -3.809303726,      -3.123933463,             0.448,     0.01204075561,     0.05094161671,                 0,                 0,                 0,    -0.02561306824,     0.01092660473,     0.05119216169,                 0,       4.230765772
          0,           0,          16,       -3.70733283,      -3.875155861,      -3.830697804,      -3.134401117,             0.448,    0.009355400401,     0.05109013448,                 0,                 0,                 0,    -0.02581311695,    0.008238648659,      0.0512820634,                 0,       5.461031307
          0,           0,          17,      -3.720089908,      -3.875829154,      -3.853876233,      -3.148207042,             0.448,    0.006713804427,     0.05130271785,                 0,                 0,                 0,     -0.0260096847,    0.005593043831,     0.05143697007,                 0,       7.641378061
          0,           0,          18,      -3.734899543,      -3.873215235,      -3.877644916,      -3.164922974,             0.448,     0.00412332068,      0.0515623121,                 0,                 0,                 0,    -0.02620159639,    0.002997513531,     0.05163999144,                 0,       12.50504535
          0,           0,          19,      -3.752612772,      -3.871873309,      -3.903949123,      -3.184471342,             0.448,    0.001619070666,     0.05170365089,                 0,                 0,                 0,    -0.02646401222,   0.0004907761713,     0.05172666667,                 0,       31.93415332
          0,           0,          20,      -3.773971716,      -3.876156585,      -3.934459175,      -3.207069868,             0.448,  -0.0007285088352,     0.05163722533,                 0,                 0,                 0,    -0.02681513252,   -0.001854795604,     0.05160904473,                 0,      -70.88071254
          0,           0,          21,      -3.797420755,      -3.887254385,      -3.968420687,      -3.231043559,             0.448,   -0.002810663272,     0.05155693546,                 0,                 0,                 0,    -0.02716180937,    -0.00393470303,     0.05148335201,                 0,      -18.34333411
          0,           0,          22,      -3.820310626,      -3.903497015,      -4.002408154,      -3.253906871,             0.448,   -0.004520037136,     0.05170930975,                 0,                 0,                 0,    -0.02742976202,   -0.005646994137,     0.05159840024,                 0,      -11.44001879
          0,           0,          23,       -3.84157998,      -3.922027968,      -4.032791465,      -3.274824815,             0.448,   -0.005779785501,     0.05220423346,                 0,                 0,                 0,    -0.02760912017,    -0.00691723942,     0.05206572491,                 0,      -9.032209491
          0,           0,          24,      -3.861340441,       -3.94042128,      -4.058376056,      -3.294080453,             0.448,    -0.00651853025,      0.0532650768,                 0,                 0,                 0,    -0.02763141703,   -0.007678950543,     0.05311020016,                 0,      -8.171332303
          0,           0,          25,      -3.880642097,      -3.958181297,      -4.080749999,      -3.312887781,             0.448,   -0.006743691653,     0.05468964735,                 0,                 0,                 0,    -0.02761003017,   -0.007935135206,     0.05452951984,                 0,      -8.109749106
          0,           0,          26,      -3.900885125,      -3.976852828,      -4.102144354,      -3.332757192,             0.448,   -0.006484263167,      0.0563106821,                 0,                 0,                 0,    -0.02763251462,   -0.007711131144,     0.05615582823,                 0,      -8.684206771
          0,           0,          27,      -3.923149119,      -3.998346376,      -4.124611474,      -3.354900463,             0.448,   -0.005777717717,     0.05811787016,                 0,                 0,                 0,    -0.02770714404,   -0.007044177433,     0.05797799943,                 0,      -10.05896671
          0,           0,          28,      -3.947362568,       -4.02407142,       -4.15011721,      -3.379327514,             0.448,   -0.004699716956,     0.06001566972,                 0,                 0,                 0,    -0.02787010068,   -0.006007833486,     0.05989886383,                 0,      -12.77006047
          0,           0,          29,       -3.97300705,      -4.054961978,      -4.180212479,      -3.405606334,             0.448,   -0.003360278689,      0.0618855265,                 0,                 0,                 0,     -0.0281432992,    -0.00470950468,     0.06179749533,                 0,      -18.41678391
          0,           0,          30,       -4.00026443,      -4.091458428,      -4.215188884,      -3.434046231,             0.448,   -0.001877144087,      0.0636076825,                 0,                 0,                 0,    -0.02853473848,   -0.003264291659,     0.06355159592,                 0,      -33.88534899
          0,           0,          31,      -4.029699513,      -4.133422223,      -4.253990517,       -3.46501708,             0.448,  -0.0003550555879,     0.06504735017,                 0,                 0,                 0,    -0.02906223946,    -0.00177397156,     0.06502412517,                 0,      -183.2032853
          0,           0,          32,      -4.061027891,      -4.179820792,      -4.294393104,      -3.497815378,             0.448,    0.001117068177,     0.06611025392,                 0,                 0,                 0,    -0.02974524419,  -0.0003253852437,     0.06611889018,                 0,       59.18193291
          0,           0,          33,      -4.093761942,      -4.228608262,      -4.333431173,      -3.531677808,             0.448,    0.002468143251,     0.06672428543,                 0,                 0,                 0,     -0.0305915008,    0.001011973285,     0.06676224912,                 0,       27.03420289
          0,           0,          34,      -4.127398914,      -4.276866527,      -4.368733246,      -3.565876049,             0.448,    0.003655929299,     0.06694355545,                 0,                 0,                 0,    -0.03154597315,    0.002194693321,     0.06700737838,                 0,       18.31095461
          0,           0,          35,      -4.161287716,      -4.321762411,       -4.39983761,       -3.59973865,             0.448,    0.004653690014,     0.06687365861,                 0,                 0,                 0,     -0.0325360731,    0.003193741388,     0.06695926421,                 0,        14.3700286
          0,           0,          36,      -4.194910708,       -4.36205063,      -4.428279299,      -3.632930005,             0.448,    0.005438961852,     0.06660165719,                 0,                 0,                 0,    -0.03350529275,    0.003984760032,     0.06670445812,                 0,       12.24528853
          0,           0,          37,      -4.227677445,      -4.398697139,      -4.456596689,      -3.665192527,             0.448,    0.005994501748,      0.0661741185,                 0,                 0,                 0,    -0.03441541724,    0.004549494432,     0.06628914022,                 0,       11.03913574
          0,           0,          38,      -4.258993767,      -4.433950952,      -4.487325756,      -3.696209422,             0.448,    0.006315089387,     0.06563388112,                 0,                 0,                 0,    -0.03522952667,    0.004881790996,     0.06575602498,                 0,       10.39318323
          0,           0,          39,      -4.288486434,      -4.469893049,      -4.522103176,      -3.725744992,             0.448,    0.006408837793,     0.06504441487,                 0,                 0,                 0,    -0.03591187718,    0.004988376231,     0.06516874412,                 0,       10.14917478
          0,           0,          40,      -4.316032612,      -4.507624863,      -4.561116826,      -3.753730523,             0.448,    0.006295932499,     0.06447368244,                 0,                 0,                 0,    -0.03643582982,    0.004887948268,      0.0645956845,                 0,       10.24052949
          0,           0,          41,      -4.341758636,      -4.547157425,      -4.603077757,      -3.780262255,             0.448,    0.006006298045,     0.06397654813,                 0,                 0,                 0,    -0.03679088612,    0.004609227666,     0.06409235014,                 0,       10.65157734
          0,           0,          42,      -4.365834466,      -4.587612431,      -4.645459869,      -3.805391593,             0.448,    0.005575880809,     0.06359787879,                 0,                 0,                 0,    -0.03698023555,    0.004187173486,     0.06370438141,                 0,       11.40588922
          0,           0,          43,      -4.388508516,      -4.627582946,      -4.685185128,      -3.829191269,             0.448,    0.005042354225,       0.063359595,                 0,                 0,                 0,    -0.03702294065,       0.003658972,     0.06345451551,                 0,       12.56547878
          0,           0,          44,      -4.410001882,      -4.665566648,      -4.719829669,      -3.851729061,             0.448,    0.004442751315,     0.06326809908,                 0,                 0,                 0,    -0.03694342085,    0.003061507753,      0.0633499611,                 0,       14.24074736
          0,           0,          45,      -4.430325322,      -4.700239518,      -4.748661612,      -3.872897331,             0.448,    0.003811743977,     0.06331891766,                 0,                 0,                 0,     -0.0367677039,    0.002429541975,     0.06338700223,                 0,       16.61153479
          0,           0,          46,      -4.449313067,      -4.730661567,      -4.772748455,      -3.892482233,             0.448,    0.003180926655,     0.06350589724,                 0,                 0,                 0,    -0.03651986726,    0.001794795834,      0.0635601761,                 0,       19.96459023
          0,           0,          47,      -4.466738812,      -4.756592958,      -4.794052797,      -3.910274122,             0.448,    0.002577399762,     0.06381969917,                 0,                 0,                 0,    -0.03622059364,     0.00118456701,     0.06386073749,                 0,       24.76127301
          0,           0,          48,       -4.48230818,        -4.7786273,      -4.814529647,      -3.926023538,             0.448,    0.002024602564,     0.06424164673,                 0,                 0,                 0,    -0.03589120351,   0.0006226966252,     0.06427052543,                 0,       31.73049757
          0,           0,          49,      -4.495980765,      -4.798169545,      -4.835345034,      -3.939770896,             0.448,    0.001539965583,     0.06476285614,                 0,                 0,                 0,    -0.03554270513,   0.0001268048514,     0.06478103851,                 0,       42.05474256
          0,           0,          50,      -4.508016136,      -4.817043688,      -4.856693634,      -3.951870058,             0.448,    0.001135053617,     0.06537109949,                 0,                 0,                 0,    -0.03518450179,  -0.0002912795154,       0.065380304,                 0,       57.59296172
          0,           0,          51,       -4.51890313,      -4.837029241,      -4.878050958,      -3.962906611,             0.448,   0.0008169126044,      0.0660621607,                 0,                 0,                 0,    -0.03482111808,  -0.0006244202394,     0.06606426055,                 0,       80.86808838
          0,           0,          52,      -4.529231828,      -4.859438259,      -4.898368618,      -3.973518183,             0.448,   0.0005881158961,     0.06683447064,                 0,                 0,                 0,      -0.034455031,  -0.0008700103529,     0.06683139553,                 0,       113.6416667
          0,           0,          53,      -4.539399823,      -4.884888858,      -4.916989294,      -3.984066489,             0.448,   0.0004465701363,     0.06767714291,                 0,                 0,                 0,     -0.0340934161,   -0.001029905227,     0.06767077946,                 0,       151.5487432
          0,           0,          54,      -4.549869719,      -4.913332688,      -4.934073386,      -3.994970525,             0.448,   0.0003871639534,     0.06857548661,                 0,                 0,                 0,    -0.03374691878,   -0.001108894538,     0.06856761344,                 0,       177.1226015
          0,           0,          55,      -4.561263039,      -4.944247905,      -4.950680395,      -4.006811058,             0.448,   0.0003994779583,     0.06949720481,                 0,                 0,                 0,    -0.03343011336,    -0.00111669064,     0.06948938093,                 0,       173.9700611
          0,           0,          56,      -4.574242486,      -4.976629182,      -4.968361553,      -4.020187508,             0.448,   0.0004704974266,     0.07041739306,                 0,                 0,                 0,    -0.03315069943,   -0.001065761873,     0.07041089948,                 0,        149.665841
          0,           0,          57,      -4.589097981,      -5.009419799,      -4.988131487,      -4.035388005,             0.448,   0.0005880442296,     0.07132152012,                 0,                 0,                 0,    -0.03290969506,   -0.000967966471,     0.07131737565,                 0,       121.2859791
          0,           0,          58,       -4.60603218,       -5.04184591,      -5.010417891,      -4.052665467,             0.448,   0.0007394385022,     0.07219919262,                 0,                 0,                 0,    -0.03270865008,  -0.0008357545508,     0.07219814194,                 0,        97.6405643
          0,           0,          59,      -4.625035935,       -5.07352334,      -5.034858175,      -4.072071199,             0.448,     0.00091056742,     0.07303003908,                 0,                 0,                 0,    -0.03255318936,  -0.0006827911769,     0.07303252383,                 0,       80.20278067
          0,           0,          60,      -4.645864519,      -5.104328543,      -5.060387739,      -4.093412853,             0.448,    0.001087627562,     0.07379690831,                 0,                 0,                 0,    -0.03244616582,  -0.0005225023351,     0.07380307312,                 0,       67.85126722
          0,           0,          61,      -4.668229196,      -5.134551352,      -5.086144717,      -4.116399196,             0.448,    0.001259687816,     0.07449566698,                 0,                 0,                 0,    -0.03238428353,  -0.0003657263665,     0.07450541897,                 0,       59.13819761
          0,           0,          62,      -4.691814796,      -5.164725947,      -5.111441942,       -4.14067922,             0.448,    0.001417584033,     0.07512613985,                 0,                 0,                 0,    -0.03236280539,  -0.0002216214174,     0.07513918629,                 0,       52.99589872
          0,           0,          63,      -4.716001133,      -5.194941036,      -5.135767007,      -4.165558814,             0.448,    0.001553335998,     0.07568591171,                 0,                 0,                 0,     -0.0323780157,  -9.811311678e-05,     0.07570178636,                 0,       48.72475229
          0,           0,          64,      -4.740119052,      -5.225231999,      -5.159035765,      -4.190314684,             0.448,    0.001661657444,     0.07617154678,                 0,                 0,                 0,    -0.03242698157,   -4.11520945e-07,     0.07618966888,                 0,       45.84070383
          0,           0,          65,      -4.763681488,      -5.255473124,      -5.181370297,      -4.214372335,             0.448,    0.001740171395,     0.07658416163,                 0,                 0,                 0,    -0.03250487761,   6.908259949e-05,     0.07660389831,                 0,       44.00955094
          0,           0,          66,      -4.786306615,      -5.285029323,       -5.20306676,       -4.23728407,             0.448,    0.001788762346,     0.07692469207,                 0,                 0,                 0,    -0.03260747079,   0.0001102333552,     0.07694540773,                 0,       43.00442272
          0,           0,          67,      -4.807816982,      -5.313126929,      -5.224360163,      -4.258867437,             0.448,    0.001808095026,     0.07718998865,                 0,                 0,                 0,    -0.03273248425,   0.0001237740202,     0.07721106291,                 0,       42.69133399
          0,           0,          68,      -4.828318442,       -5.33903994,      -5.245710082,       -4.27923526,             0.448,    0.001800320865,     0.07738614938,                 0,                 0,                 0,    -0.03287325216,   0.0001117224851,     0.07740700737,                 0,       42.98464285
          0,           0,          69,      -4.848180366,      -5.362267426,      -5.267512818,      -4.298774839,             0.448,    0.001769144637,     0.07752131111,                 0,                 0,                 0,    -0.03302274483,   7.760513932e-05,     0.07754145682,                 0,       43.81852646
          0,           0,          70,      -4.867678902,      -5.382490105,      -5.289712277,       -4.31782407,             0.448,    0.001718991565,     0.07760603791,                 0,                 0,                 0,    -0.03317385683,   2.561569616e-05,     0.07762506938,                 0,       45.14625872
          0,           0,          71,      -4.887074914,      -5.399790438,       -5.31247742,      -4.336690686,             0.448,    0.001654204909,     0.07765169226,                 0,                 0,                 0,    -0.03331957129,  -4.015148595e-05,     0.07766929955,                 0,       46.94200327
          0,           0,          72,      -4.906576916,      -5.414564021,      -5.335917372,      -4.355650787,             0.448,    0.001579515511,     0.07766741574,                 0,                 0,                 0,    -0.03345523651,  -0.0001151661164,     0.07768338994,                 0,       49.17167018
          0,           0,          73,      -4.926366109,      -5.427403774,      -5.359903824,      -4.374951764,             0.448,     0.00149932238,     0.07765860088,                 0,                 0,                 0,    -0.03357835047,  -0.0001951478681,     0.07767282778,                 0,       51.79579916
          0,           0,          74,      -4.946560966,      -5.439197425,      -5.384445473,      -4.394744982,             0.448,    0.001417472034,     0.07763303803,                 0,                 0,                 0,    -0.03368587428,  -0.0002764210854,     0.07764548546,                 0,       54.76865586
          0,           0,          75,      -4.967245681,      -5.451006114,      -5.409639885,        -4.4151279,             0.448,    0.001337679639,      0.0775998018,                 0,                 0,                 0,    -0.03377475968,  -0.0003554694476,     0.07761051648,                 0,       58.01075201
          0,           0,          76,      -4.988319031,      -5.463924913,      -5.435191686,      -4.436000123,             0.448,    0.001263015369,     0.07756622978,                 0,                 0,                 0,    -0.03384337601,  -0.0004293835791,     0.07757532365,                 0,       61.41352801
          0,           0,          77,      -5.009612179,      -5.478741564,      -5.460496711,       -4.45718226,             0.448,    0.001195893279,      0.0775392687,                 0,                 0,                 0,     -0.0338910755,  -0.0004959015431,     0.07754690472,                 0,       64.83795003
          0,           0,          78,       -5.03087806,       -5.49591225,       -5.48489153,      -4.478407013,             0.448,    0.001138012994,     0.07752422687,                 0,                 0,                 0,    -0.03391854424,  -0.0005534399189,     0.07753060383,                 0,       68.12244437
          0,           0,          79,      -5.051902594,      -5.515633537,      -5.507663657,      -4.499439197,             0.448,    0.001090208731,     0.07752259123,                 0,                 0,                 0,    -0.03392827889,  -0.0006011971243,     0.07752792573,                 0,       71.10802639
          0,           0,          80,      -5.072570885,      -5.537850794,      -5.528793778,      -4.520147441,             0.448,    0.001052540737,     0.07753809474,                 0,                 0,                 0,    -0.03392152937,  -0.0006391943612,     0.07754260382,                 0,       73.66754746
          0,           0,          81,      -5.092740393,      -5.562476435,      -5.548910651,      -4.540372476,             0.448,     0.00102461317,     0.07757287288,                 0,                 0,                 0,    -0.03389997367,  -0.0006678739636,     0.07757676446,                 0,       75.70942394
          0,           0,          82,      -5.112355515,       -5.58938376,       -5.56847959,      -4.560082023,             0.448,     0.00100581637,     0.07762763265,                 0,                 0,                 0,    -0.03386589431,  -0.0006878608687,     0.07763110115,                 0,       77.17873257
          0,           0,          83,      -5.131465311,      -5.618275399,       -5.58783835,      -4.579365444,             0.448,   0.0009951577781,     0.07770281777,                 0,                 0,                 0,    -0.03382104907,   -0.000700157079,     0.07770603585,                 0,       78.08090283
          0,           0,          84,      -5.150142529,      -5.648694825,      -5.607227958,       -4.59830966,             0.448,   0.0009914761044,     0.07779776027,                 0,                 0,                 0,    -0.03376749687,  -0.0007059090363,     0.07780087545,                 0,       78.46660139
          0,           0,          85,      -5.168538035,      -5.680166954,      -5.626909035,      -4.617065156,             0.448,   0.0009935355879,     0.07791119069,                 0,                 0,                 0,    -0.03370722599,  -0.0007063245146,      0.0779143238,                 0,       78.41811772
          0,           0,          86,       -5.18675824,      -5.712158803,      -5.647057793,       -4.63572227,             0.448,   0.0009999805812,     0.07804216007,                 0,                 0,                 0,    -0.03364198362,  -0.0007027381368,     0.07804540261,                 0,       78.04367558
          0,           0,          87,      -5.204859519,      -5.744214242,      -5.667721803,      -4.654320289,             0.448,    0.001009666401,     0.07818683065,                 0,                 0,                 0,    -0.03357459774,  -0.0006962105937,     0.07819025006,                 0,       77.43828114
          0,           0,          88,      -5.222903097,      -5.775880263,      -5.688709965,      -4.672904132,             0.448,    0.001021516039,     0.07834095474,                 0,                 0,                 0,    -0.03350767425,  -0.0006877259754,     0.07834459597,                 0,       76.69087097
          0,           0,          89,      -5.240895364,      -5.806839909,      -5.709801912,      -4.691429002,             0.448,    0.001034513298,     0.07850146646,                 0,                 0,                 0,    -0.03344310279,  -0.0006782333545,     0.07850535302,                 0,       75.88251079
          0,           0,          90,      -5.258781509,      -5.836916495,      -5.731108697,      -4.709801102,             0.448,    0.001047855766,      0.0786652117,                 0,                 0,                 0,     -0.0333826099,  -0.0006684661451,     0.07866935036,                 0,       75.07255701
          0,           0,          91,      -5.276454482,      -5.866371014,      -5.752307266,      -4.727885879,             0.448,    0.001060797882,     0.07882846764,                 0,                 0,                 0,    -0.03332772845,  -0.0006590885176,     0.07883284978,                 0,       74.31054392
          0,           0,          92,      -5.293876815,      -5.895358402,      -5.772798994,      -4.745628201,             0.448,    0.001072689484,     0.07898923958,                 0,                 0,                 0,    -0.03327882265,   -0.000650706967,     0.07899384288,                 0,       73.63663084
          0,           0,          93,      -5.311055442,      -5.923815441,      -5.792128463,      -4.763007582,             0.448,    0.001083066094,     0.07914552729,                 0,                 0,                 0,    -0.03323605015,  -0.0006437422252,     0.07915031976,                 0,       73.07543623
          0,           0,          94,       -5.32798293,      -5.951577575,      -5.810364297,      -4.779990485,             0.448,    0.001091659613,     0.07929448353,                 0,                 0,                 0,    -0.03320000985,  -0.0006384002146,     0.07929942802,                 0,       72.63663746
          0,           0,          95,      -5.344565262,       -5.97857937,       -5.82757829,      -4.796480011,             0.448,    0.001098405793,     0.07943561905,                 0,                 0,                 0,    -0.03317023426,  -0.0006347344951,     0.07944067712,                 0,       72.31900957
          0,           0,          96,      -5.360683165,      -6.004597171,      -5.844035774,      -4.812367166,             0.448,    0.001103320119,     0.07956874448,                 0,                 0,                 0,    -0.03314593724,  -0.0006327254548,     0.07957387808,                 0,       72.11755059
          0,           0,          97,      -5.376337784,      -6.029509867,      -5.860160303,      -4.827682573,             0.448,    0.001106488096,     0.07969346704,                 0,                 0,                 0,    -0.03312651755,    -0.00063227904,     0.07969864007,                 0,       72.02379072
          0,           0,          98,        -5.3916438,      -6.053231431,       -5.87601243,      -4.842591706,             0.448,    0.001108116056,      0.0798092446,                 0,                 0,                 0,    -0.03311153126,  -0.0006331771415,     0.07981442558,                 0,       72.02246027
          0,           0,          99,      -5.406677238,      -6.075749401,      -5.891739812,      -4.857213568,             0.448,    0.001108447124,     0.07991613398,                 0,                 0,                 0,    -0.03310029043,  -0.0006351779318,     0.07992129675,                 0,       72.09738044
          0,           0,         100,      -5.421514264,      -6.097176584,      -5.907497416,      -4.871650391,             0.448,    0.001107687975,     0.08001481919,                 0,                 0,                 0,    -0.03309187101,  -0.0006380897061,     0.08001994192,                 0,       72.23588318
          0,           0,         101,      -5.436264038,      -6.117807624,      -5.923456542,      -4.886034157,             0.448,    0.001106101165,     0.08010664347,                 0,                 0,                 0,    -0.03308527875,  -0.0006416792748,     0.08011170973,                 0,       72.42252879
          0,           0,         102,      -5.450989079,      -6.137905888,      -5.939519008,       -4.90044267,             0.448,     0.00110397866,     0.08019250651,                 0,                 0,                 0,    -0.03307983093,  -0.0006456743672,     0.08019750603,                 0,       72.63954406
          0,           0,         103,      -5.465734015,      -6.157694915,      -5.955698841,      -4.914925972,             0.448,    0.001101597573,     0.08027276428,                 0,                 0,                 0,    -0.03307514766,  -0.0006498057019,     0.08027769276,                 0,       72.86940918
          0,           0,         104,      -5.480518978,      -6.177424573,      -5.971998601,      -4.929502514,             0.448,    0.001099144667,     0.08034857659,                 0,                 0,                 0,    -0.03307062781,  -0.0006539118609,     0.08035343351,                 0,        73.1010021
          0,           0,         105,      -5.495347429,      -6.197391353,       -5.98842076,      -4.944177805,             0.448,    0.001096792594,      0.0804199075,                 0,                 0,                 0,    -0.03306617504,  -0.0006578194493,     0.08042469614,                 0,       73.32280317
          0,           0,         106,       -5.51017117,      -6.217767664,      -6.004595106,      -4.958898578,             0.448,    0.001094715458,     0.08048758469,                 0,                 0,                 0,    -0.03306144959,   -0.000661372461,     0.08049231192,                 0,       73.52374909
          0,           0,         107,      -5.524986931,      -6.238497916,      -6.020346808,      -4.973646527,             0.448,    0.001093029453,     0.08055254279,                 0,                 0,                 0,    -0.03305616904,  -0.0006644751185,     0.08055721777,                 0,       73.69658939
          0,           0,         108,      -5.539753747,      -6.259242446,      -6.035686901,      -4.988364397,             0.448,    0.001091780653,      0.0806150585,                 0,                 0,                 0,    -0.03305043376,  -0.0006670873946,     0.08061969136,                 0,       73.83814532
          0,           0,         109,      -5.554438077,      -6.279681139,      -6.050708348,      -5.003003302,             0.448,    0.001090936753,     0.08067520552,                 0,                 0,                 0,    -0.03304437701,  -0.0006692431943,     0.08067980567,                 0,       73.95039659
          0,           0,         110,      -5.569081529,      -6.299617266,      -6.065399369,      -5.017602935,             0.448,     0.00109047524,     0.08073328635,                 0,                 0,                 0,    -0.03303806924,  -0.0006709716238,      0.0807378626,                 0,       74.03495595
          0,           0,         111,      -5.583659883,      -6.318869104,      -6.079824687,      -5.032126385,             0.448,    0.001090378058,     0.08078982337,                 0,                 0,                 0,    -0.03303156933,  -0.0006723021317,     0.08079438405,                 0,       74.09340532
          0,           0,         112,      -5.598242347,      -6.337481025,      -6.094270453,      -5.046660195,             0.448,    0.001090589912,     0.08084495675,                 0,                 0,                 0,     -0.0330250443,  -0.0006732930556,     0.08084950893,                 0,       74.12956587
          0,           0,         113,       -5.61284009,      -6.355384109,      -6.108742961,      -5.061226038,             0.448,    0.001091030847,     0.08089848956,                 0,                 0,                 0,    -0.03301873774,  -0.0006740200383,     0.08090303863,                 0,       74.14867307
          0,           0,         114,      -5.627552917,      -6.372768667,      -6.123460261,      -5.075927082,             0.448,    0.001091616845,     0.08095051202,                 0,                 0,                 0,    -0.03301276264,  -0.0006745690429,     0.08095506148,                 0,       74.15652512
          0,           0,         115,      -5.642395761,      -6.389732289,      -6.138312066,      -5.090779525,             0.448,    0.001092259295,     0.08100115609,                 0,                 0,                 0,    -0.03300716735,  -0.0006750315405,     0.08100570752,                 0,       74.15927375
          0,           0,         116,      -5.657342009,      -6.406225101,       -6.15319198,       -5.10575313,             0.448,    0.001092900072,     0.08105042105,                 0,                 0,                 0,    -0.03300202513,   -0.000675465626,     0.08105497473,                 0,       74.16087082
          0,           0,         117,      -5.672465237,       -6.42232773,        -6.1681961,      -5.120924904,             0.448,    0.001093484574,     0.08109797798,                 0,                 0,                 0,    -0.03299751216,   -0.000675918712,      0.0811025331,                 0,       74.16472067
          0,           0,         118,      -5.687804246,      -6.438144571,      -6.183593183,      -5.136339923,             0.448,    0.001093957389,     0.08114325236,                 0,                 0,                 0,     -0.0329938613,  -0.0006764336651,     0.08114780702,                 0,       74.17405211
          0,           0,         119,      -5.703328118,      -6.453767634,         -6.199386,      -5.151965865,             0.448,    0.001094300115,     0.08118633645,                 0,                 0,                 0,     -0.0329910335,  -0.0006770308947,     0.08119088833,                 0,       74.19019274
          0,           0,         120,      -5.719013361,      -6.469130198,      -6.215383139,      -5.167775674,             0.448,    0.001094514452,     0.08122700092,                 0,                 0,                 0,    -0.03298909468,  -0.0006777036996,      0.0812315478,                 0,       74.21281717
          0,           0,         121,       -5.73486425,      -6.484216057,      -6.231275794,      -5.183769466,             0.448,    0.001094608754,      0.0812649618,                 0,                 0,                 0,     -0.0329881366,  -0.0006784375327,     0.08126950171,                 0,       74.24110353
